nitrate_mid,phosphate_mid,avg_spills,n_overflows,spills_per_pipe,lc_woodland_1km,lc_arable_1km,lc_grass_1km,lc_wetland_1km,lc_urban_1km,lc_water_1km,lc_woodland_5km,lc_arable_5km,lc_grass_5km,lc_wetland_5km,lc_urban_5km,lc_water_5km
7.5,0.01,46.88,2.0,61.0,16.33791591950588,19.6652719665272,46.463438932058175,0.0,13.488742777445706,0.3785614664275752,24.993823076984388,13.24890210174787,43.975706759546334,0.2725816350115967,15.089226649238446,1.7821419177951172
3.5,0.035,41.25,4.0,34.25,3.3459470225054773,72.79426409081856,16.01274646484764,0.0,7.847042421828321,0.0,9.080981986290452,66.14857325043839,21.47855890323609,0.0797066794197353,3.2121791806153355,0.0
7.5,0.75,39.4375,4.0,35.75,6.85532084495815,6.277401355121562,29.015544041450774,0.0,55.75926664009565,1.3949780789159028,22.00860832137733,13.469631755141082,41.48254423720708,0.1857165630479834,20.90068547744301,1.419575960465487
3.5,0.035,41.25,4.0,34.25,3.343283582089552,72.81592039800995,16.019900497512438,0.0,7.820895522388059,0.0,9.08612691884654,66.13584556772352,21.4855020483637,0.0797028677091801,3.212822597357053,0.0
3.5,0.035,46.88,2.0,61.0,16.354208216992422,19.54527323494216,46.48982848025528,0.0,13.562026326286396,0.3789389708815317,25.0,13.244109300768422,43.9737907725664,0.2726142269553295,15.08943659726429,1.7823550043044354
3.5,0.075,39.4375,4.0,35.75,6.842210253341313,6.183921803311391,28.924795531617796,0.0,55.95451825254338,1.3963694394574109,21.992220504073074,13.48738223150377,41.47682889891438,0.1865166031659997,20.90580114460616,1.4195985907634427
3.5,0.01,39.4375,4.0,35.75,32.45072665737607,12.144136969938284,42.36512044594864,0.0,11.248258013139557,1.094963169420665,21.305321548405605,13.945852029552649,44.45887894413848,0.0565867810091575,18.844195072965068,0.929298403615178
3.5,0.035,39.4375,4.0,35.75,31.004192453583556,22.02036334597724,39.38909962068277,0.0,6.06907566380515,0.8185266520263526,22.44201801227385,12.93456603172073,44.26157647246354,0.04224117318881,18.8698493663824,0.9293058101538216
3.5,0.075,39.4375,4.0,35.75,32.38398725353515,12.22863971320454,42.38199561840271,0.0,11.212905795658235,1.095399322844055,21.32216385968548,13.924645905899045,44.45843728329919,0.0549971704354341,18.84808825053204,0.9293724743147272
3.5,0.15,39.4375,4.0,35.75,6.77695834163843,6.178991429140921,28.841937412796494,0.0,56.109228622682885,1.3952561291608532,21.99064295790925,13.488805821451058,41.4650864370711,0.1888942909290889,20.915459842030177,1.4194967601042503
3.5,0.035,41.25,4.0,34.25,3.323383084577115,72.65671641791045,16.09950248756219,0.0,7.920398009950248,0.0,9.091488734269022,66.15259546182722,21.46825112179104,0.0797009619906112,3.207963720122102,0.0
